,f_minority_rand,f_majority_rand,auc_rand
0,0.1818181818181818,0.823529411764706,0.5328282828282829
1,0.13333333333333333,0.7234042553191491,0.44191919191919193
2,0.42857142857142855,0.8333333333333333,0.6212121212121211
3,0.42857142857142855,0.8333333333333333,0.6212121212121211
4,0.4,0.8085106382978724,0.5984848484848484
5,0.2222222222222222,0.6818181818181818,0.4520202020202021
6,0.26666666666666666,0.7659574468085107,0.5202020202020202
7,0.35294117647058826,0.7555555555555555,0.553030303030303
8,0.4444444444444444,0.7727272727272727,0.6085858585858586
9,0.10526315789473685,0.6046511627906977,0.35101010101010094
10,0.35294117647058826,0.7555555555555555,0.553030303030303
11,0.0,0.7843137254901961,0.45454545454545453
12,0.25,0.7391304347826088,0.4974747474747475
13,0.14285714285714285,0.7500000000000001,0.46464646464646464
14,0.15384615384615383,0.7755102040816326,0.4873737373737374
15,0.2222222222222222,0.6818181818181818,0.4520202020202021
16,0.16666666666666666,0.8,0.5101010101010102
17,0.2857142857142857,0.7916666666666666,0.5429292929292929
18,0.3157894736842105,0.6976744186046512,0.5075757575757576
19,0.26666666666666666,0.7659574468085107,0.5202020202020202
20,0.0,0.7346938775510203,0.40909090909090906
21,0.375,0.7826086956521738,0.5757575757575757
22,0.2857142857142857,0.7916666666666666,0.5429292929292929
23,0.4210526315789474,0.7441860465116279,0.5858585858585859
24,0.11764705882352941,0.6666666666666666,0.3964646464646465
25,0.14285714285714285,0.7500000000000001,0.46464646464646464
26,0.15384615384615383,0.7755102040816326,0.4873737373737374
27,0.16666666666666666,0.8,0.5101010101010102
28,0.13333333333333333,0.7234042553191491,0.44191919191919193
29,0.3333333333333333,0.84,0.5883838383838385
30,0.2857142857142857,0.7916666666666666,0.5429292929292929
31,0.25,0.7391304347826088,0.4974747474747475
32,0.26666666666666666,0.7659574468085107,0.5202020202020202
33,0.23529411764705882,0.711111111111111,0.47474747474747475
34,0.19999999999999998,0.6190476190476191,0.4065656565656566
35,0.26666666666666666,0.7659574468085107,0.5202020202020202
36,0.28571428571428575,0.6341463414634148,0.46212121212121204
37,0.47058823529411764,0.8,0.6313131313131313
38,0.14285714285714285,0.7500000000000001,0.46464646464646464
39,0.4210526315789474,0.7441860465116279,0.5858585858585859
40,0.25,0.7391304347826088,0.4974747474747475
41,0.3333333333333333,0.7272727272727273,0.5303030303030303
42,0.5,0.8260869565217391,0.654040404040404
43,0.14285714285714285,0.7500000000000001,0.46464646464646464
44,0.1111111111111111,0.6363636363636364,0.37373737373737376
45,0.13333333333333333,0.7234042553191491,0.44191919191919193
46,0.3333333333333333,0.84,0.5883838383838385
47,0.13333333333333333,0.7234042553191491,0.44191919191919193
48,0.30769230769230765,0.8163265306122449,0.5656565656565656
49,0.2105263157894737,0.6511627906976744,0.4292929292929293
50,0.6250000000000001,0.8695652173913043,0.7323232323232324
51,0.0,0.8076923076923077,0.4772727272727273
52,0.3333333333333333,0.7272727272727273,0.5303030303030303
53,0.4444444444444444,0.7727272727272727,0.6085858585858586
54,0.2105263157894737,0.6511627906976744,0.4292929292929293
55,0.0,0.7083333333333333,0.38636363636363635
56,0.3333333333333333,0.7272727272727273,0.5303030303030303
57,0.125,0.6956521739130435,0.4191919191919192
58,0.13333333333333333,0.7234042553191491,0.44191919191919193
59,0.375,0.7826086956521738,0.5757575757575757
60,0.13333333333333333,0.7234042553191491,0.44191919191919193
61,0.47058823529411764,0.8,0.6313131313131313
62,0.2222222222222222,0.6818181818181818,0.4520202020202021
63,0.26666666666666666,0.7659574468085107,0.5202020202020202
64,0.375,0.7826086956521738,0.5757575757575757
65,0.26666666666666666,0.7659574468085107,0.5202020202020202
66,0.15384615384615383,0.7755102040816326,0.4873737373737374
67,0.4,0.8085106382978724,0.5984848484848484
68,0.26666666666666666,0.7659574468085107,0.5202020202020202
69,0.19999999999999998,0.6190476190476191,0.4065656565656566
70,0.375,0.7826086956521738,0.5757575757575757
71,0.26666666666666666,0.7659574468085107,0.5202020202020202
72,0.25,0.7391304347826088,0.4974747474747475
73,0.125,0.6956521739130435,0.4191919191919192
74,0.5,0.8260869565217391,0.654040404040404
75,0.5,0.8260869565217391,0.654040404040404
76,0.0,0.5909090909090909,0.2954545454545454
77,0.5,0.761904761904762,0.6414141414141414
78,0.375,0.7826086956521738,0.5757575757575757
79,0.11764705882352941,0.6666666666666666,0.3964646464646465
80,0.3,0.6666666666666666,0.4848484848484848
81,0.15384615384615383,0.7755102040816326,0.4873737373737374
82,0.25,0.7391304347826088,0.4974747474747475
83,0.23529411764705882,0.711111111111111,0.47474747474747475
84,0.11764705882352941,0.6666666666666666,0.3964646464646465
85,0.15384615384615383,0.7755102040816326,0.4873737373737374
86,0.14285714285714285,0.7500000000000001,0.46464646464646464
87,0.25,0.7391304347826088,0.4974747474747475
88,0.14285714285714285,0.7500000000000001,0.46464646464646464
89,0.26666666666666666,0.7659574468085107,0.5202020202020202
90,0.23529411764705882,0.711111111111111,0.47474747474747475
91,0.13333333333333333,0.7234042553191491,0.44191919191919193
92,0.125,0.6956521739130435,0.4191919191919192
93,0.11764705882352941,0.6666666666666666,0.3964646464646465
94,0.0,0.7346938775510203,0.40909090909090906
95,0.23529411764705882,0.711111111111111,0.47474747474747475
96,0.0,0.6521739130434783,0.34090909090909094
97,0.125,0.6956521739130435,0.4191919191919192
98,0.3,0.6666666666666666,0.4848484848484848
99,0.25,0.7391304347826088,0.4974747474747475
100,0.3333333333333333,0.7272727272727273,0.5303030303030303
101,0.2222222222222222,0.6818181818181818,0.4520202020202021
102,0.4,0.8085106382978724,0.5984848484848484
103,0.2105263157894737,0.6511627906976744,0.4292929292929293
104,0.0,0.5581395348837208,0.2727272727272727
105,0.14285714285714285,0.7500000000000001,0.46464646464646464
106,0.3333333333333333,0.84,0.5883838383838385
107,0.14285714285714285,0.7500000000000001,0.46464646464646464
108,0.3157894736842105,0.6976744186046512,0.5075757575757576
109,0.4444444444444444,0.7727272727272727,0.6085858585858586
110,0.14285714285714285,0.7500000000000001,0.46464646464646464
111,0.09999999999999999,0.5714285714285713,0.3282828282828283
112,0.14285714285714285,0.7500000000000001,0.46464646464646464
113,0.4,0.8085106382978724,0.5984848484848484
114,0.0,0.7346938775510203,0.40909090909090906
115,0.375,0.7826086956521738,0.5757575757575757
116,0.25,0.7391304347826088,0.4974747474747475
117,0.25,0.7391304347826088,0.4974747474747475
118,0.0,0.7083333333333333,0.38636363636363635
119,0.0,0.7346938775510203,0.40909090909090906
120,0.26666666666666666,0.7659574468085107,0.5202020202020202
121,0.2857142857142857,0.7916666666666666,0.5429292929292929
122,0.14285714285714285,0.7500000000000001,0.46464646464646464
123,0.46153846153846156,0.8571428571428572,0.6439393939393939
124,0.3,0.6666666666666666,0.4848484848484848
125,0.4210526315789474,0.7441860465116279,0.5858585858585859
126,0.1111111111111111,0.6363636363636364,0.37373737373737376
127,0.30769230769230765,0.8163265306122449,0.5656565656565656
128,0.30769230769230765,0.8163265306122449,0.5656565656565656
129,0.23529411764705882,0.711111111111111,0.47474747474747475
130,0.47058823529411764,0.8,0.6313131313131313
131,0.11764705882352941,0.6666666666666666,0.3964646464646465
132,0.2857142857142857,0.7916666666666666,0.5429292929292929
133,0.4,0.8085106382978724,0.5984848484848484
134,0.25,0.7391304347826088,0.4974747474747475
135,0.26666666666666666,0.7659574468085107,0.5202020202020202
136,0.4444444444444444,0.7727272727272727,0.6085858585858586
137,0.6666666666666666,0.8636363636363636,0.765151515151515
138,0.35294117647058826,0.7555555555555555,0.553030303030303
139,0.1111111111111111,0.6363636363636364,0.37373737373737376
140,0.1111111111111111,0.6363636363636364,0.37373737373737376
141,0.3157894736842105,0.6976744186046512,0.5075757575757576
142,0.23529411764705882,0.711111111111111,0.47474747474747475
143,0.14285714285714285,0.7500000000000001,0.46464646464646464
144,0.3333333333333333,0.7272727272727273,0.5303030303030303
145,0.2608695652173913,0.5641025641025642,0.41666666666666663
146,0.3,0.6666666666666666,0.4848484848484848
147,0.3157894736842105,0.6976744186046512,0.5075757575757576
148,0.26666666666666666,0.7659574468085107,0.5202020202020202
149,0.3157894736842105,0.6976744186046512,0.5075757575757576
150,0.380952380952381,0.6829268292682926,0.5404040404040403
151,0.15384615384615383,0.7755102040816326,0.4873737373737374
152,0.5,0.761904761904762,0.6414141414141414
153,0.13333333333333333,0.7234042553191491,0.44191919191919193
154,0.0,0.6808510638297872,0.36363636363636365
155,0.25,0.7391304347826088,0.4974747474747475
156,0.3636363636363637,0.65,0.5176767676767676
157,0.4444444444444444,0.7727272727272727,0.6085858585858586
158,0.23529411764705882,0.711111111111111,0.47474747474747475
159,0.39999999999999997,0.7142857142857143,0.5631313131313131
160,0.23529411764705882,0.711111111111111,0.47474747474747475
