profile,outcome,p_val,relation,coef,coef_95CI_lower,coef_95CI_upper,freq,pos_count,neg_count,binary_outcome,interaction_p_vals,interactions_combs,identical_profiles_pollutants
ETHYLENE GLYCOL<4.316e-02,EmergencyRoomVisit,0.4006048613278791,neg_correlate,0.1714819187060818,-0.2283774547778267,0.5713412921899903,24,46,105,True,[],[],[]
"CHLOROPRENE>=7.318e-07		1,3-DICHLOROPROPENE<1.455e-03",EmergencyRoomVisit,0.0012589034402155231,mixed_sign_profile,-0.6987827724967931,-1.1234369099593606,-0.2741286350342256,23,11,140,True,[0.040749250478781314],"Index(['CHLOROPRENE>=_and_1,3-DICHLOROPROPENE<'], dtype='object')",[]
"HYDROQUINONE<1.654e-05		1,4-DIOXANE>=1.662e-06",EmergencyRoomVisit,0.0028221211541443153,mixed_sign_profile,0.8097003511748644,0.2783105045673038,1.341090197782425,23,44,107,True,[0.3598745674169065],"Index(['HYDROQUINONE<_and_1,4-DIOXANE>='], dtype='object')",[]
DIMETHYL SULFATE>=7.007e-07		NICKEL COMPOUNDS<2.229e-03,EmergencyRoomVisit,0.0022810150186063885,mixed_sign_profile,-0.6363387519887043,-1.04512678775595,-0.22755071622145845,23,10,141,True,[0.9888172895179635],"Index(['DIMETHYL SULFATE>=_and_NICKEL COMPOUNDS<'], dtype='object')",[]
BERYLLIUM COMPOUNDS>=3.091e-04		METHYL METHACRYLATE>=1.436e-03,EmergencyRoomVisit,0.02644816075112767,neg_correlate,-0.5712398188936431,-1.0756667498660506,-0.06681288792123563,23,8,143,True,[0.04126239414743698],"Index(['BERYLLIUM COMPOUNDS>=_and_METHYL METHACRYLATE>='], dtype='object')",[]
GLYCOL ETHERS<1.090e-03,EmergencyRoomVisit,0.04594165841608471,neg_correlate,0.572633653180269,0.010318374490494442,1.1349489318700436,23,23,128,True,[],[],[]
ACRYLIC ACID<4.320e-07,EmergencyRoomVisit,0.5772407180809888,pos_correlate,-0.10752220992756463,-0.4855850306695549,0.27054061081442565,23,22,129,True,[],[],[]
TITANIUM TETRACHLORIDE<4.924e-05		METHYLHYDRAZINE>=4.788e-06,EmergencyRoomVisit,0.01850884335538077,mixed_sign_profile,-0.42101805098436124,-0.7713716610092546,-0.07066444095946789,23,20,131,True,[0.8004732364492856],"Index(['TITANIUM TETRACHLORIDE<_and_METHYLHYDRAZINE>='], dtype='object')",[]
METHYL ISOBUTYL KETONE (HEXONE)>=2.755e-01		NAPHTHALENE<2.829e-01,EmergencyRoomVisit,0.07320717693614595,mixed_sign_profile,-0.33897330150296956,-0.709814370242905,0.03186776723696577,22,35,116,True,[nan],"Index(['METHYL ISOBUTYL KETONE (HEXONE)>=_and_NAPHTHALENE<'], dtype='object')",[]
METHYLHYDRAZINE>=4.788e-06,EmergencyRoomVisit,0.30912473891086,neg_correlate,-0.19557384379265402,-0.5724617093344393,0.1813140217491313,22,31,120,True,[],[],[]
"PROPYLENE DICHLORIDE (1,2-DICHLOROPROPANE)>=6.439e-03",EmergencyRoomVisit,0.19594657342016175,neg_correlate,-0.22945857979937037,-0.5772278784934012,0.11831071889466041,21,20,131,True,[],[],[]
CARBON DISULFIDE>=5.609e-03		STYRENE>=1.075e-01,EmergencyRoomVisit,0.0945524247506118,pos_correlate,0.4236328737221504,-0.07300345697490612,0.9202692044192069,21,26,125,True,[],"Index(['CARBON DISULFIDE>=_and_STYRENE>='], dtype='object')","[['CARBON DISULFIDE>=_and_STYRENE>=', 'STYRENE>='], ['CARBON DISULFIDE>=_and_STYRENE>=', 'STYRENE>=']]"
VINYL ACETATE<3.384e-04,EmergencyRoomVisit,0.6681003971804897,pos_correlate,-0.08213414584858107,-0.45759188565583886,0.2933235939586767,21,44,107,True,[],[],[]
DIMETHYL FORMAMIDE<4.519e-05,EmergencyRoomVisit,0.36209489223392477,neg_correlate,0.19005649669130262,-0.21866835922696,0.5987813526095652,21,38,113,True,[],[],[]
ETHYLBENZENE<4.417e-01,EmergencyRoomVisit,0.6673489217827331,neg_correlate,0.08553939240147777,-0.3045450766792457,0.47562386148220126,20,37,114,True,[],[],[]
BERYLLIUM COMPOUNDS<3.091e-04		PHENOL>=2.486e-02,EmergencyRoomVisit,0.10752878816963687,mixed_sign_profile,-0.2968199183744532,-0.6582938565889274,0.06465401984002095,20,25,126,True,[0.8841079414790537],"Index(['BERYLLIUM COMPOUNDS<_and_PHENOL>='], dtype='object')",[]
ACETALDEHYDE>=2.401e+00		BERYLLIUM COMPOUNDS<3.049e-04,EmergencyRoomVisit,0.22922099453558942,mixed_sign_profile,0.24519684171854536,-0.15449525943080647,0.6448889428678972,20,58,93,True,[0.7866216250058122],"Index(['ACETALDEHYDE>=_and_BERYLLIUM COMPOUNDS<'], dtype='object')",[]
BENZIDINE<1.194e-08,EmergencyRoomVisit,0.9876920078064089,pos_correlate,-0.002986034575694703,-0.3823696297328286,0.37639756058143925,19,37,114,True,[],[],[]
METHYL ISOBUTYL KETONE (HEXONE)>=5.571e-01		STYRENE>=1.075e-01,EmergencyRoomVisit,0.09936837847858476,pos_correlate,0.4122381961311561,-0.07805885757452041,0.9025352498368326,19,25,126,True,[0.9448097631280339],"Index(['METHYL ISOBUTYL KETONE (HEXONE)>=_and_STYRENE>='], dtype='object')",[]
NAPHTHALENE<1.099e-01,EmergencyRoomVisit,0.2563432183448545,pos_correlate,-0.2203151537316418,-0.6007386075505177,0.16010830008723415,19,42,109,True,[],[],[]
PHENOL<2.203e-02		METHYL ISOBUTYL KETONE (HEXONE)<5.571e-01,EmergencyRoomVisit,0.005615044542733041,neg_correlate,0.6480513426601017,0.18942029403974964,1.1066823912804538,19,58,93,True,[0.8561762367117531],"Index(['PHENOL<_and_METHYL ISOBUTYL KETONE (HEXONE)<'], dtype='object')",[]
EPICHLOROHYDRIN<1.413e-04,EmergencyRoomVisit,0.48160547813472665,pos_correlate,-0.1368869311875337,-0.5181357574506016,0.24436189507553419,19,61,90,True,[],[],[]
CARBON DISULFIDE>=5.609e-03		NAPHTHALENE<2.825e-01,EmergencyRoomVisit,0.0020211695336792997,mixed_sign_profile,-0.5871589460930189,-0.9599388826632766,-0.21437900952276107,19,44,107,True,[nan],"Index(['CARBON DISULFIDE>=_and_NAPHTHALENE<'], dtype='object')",[]
HEXAMETHYLENE DIISOCYANATE>=2.350e-06		ACETAMIDE<5.481e-06,EmergencyRoomVisit,0.8563771667898901,mixed_sign_profile,-1.9439770682901973,-22.995812802873022,19.107858666292625,19,5,146,True,[0.8785300470221385],"Index(['HEXAMETHYLENE DIISOCYANATE>=_and_ACETAMIDE<'], dtype='object')",[]
HEXAMETHYLENE DIISOCYANATE>=2.350e-06		ACETAMIDE>=5.481e-06,EmergencyRoomVisit,0.6617560597692138,neg_correlate,-0.08639791915399817,-0.47346237208087516,0.3006665337728789,19,6,145,True,[0.8566847095833424],"Index(['HEXAMETHYLENE DIISOCYANATE>=_and_ACETAMIDE>='], dtype='object')",[]
ACETALDEHYDE<2.299e+00,EmergencyRoomVisit,0.651878437003538,pos_correlate,-0.08899743262742353,-0.4756319219296092,0.2976370566747621,19,65,86,True,[],[],[]
