,f_minority,f_majority,auc
0,0.0,0.76,0.41304347826086957
1,0.0,0.7346938775510203,0.391304347826087
2,0.36363636363636365,0.8627450980392156,0.6032608695652174
3,0.22222222222222224,0.711111111111111,0.47282608695652173
4,0.14285714285714288,0.7499999999999999,0.453804347826087
5,0.18181818181818182,0.8235294117647057,0.5190217391304348
6,0.15384615384615385,0.7755102040816326,0.47554347826086957
7,0.3076923076923077,0.8235294117647057,0.5190217391304348
8,0.13333333333333333,0.7755102040816326,0.47554347826086957
9,0.26666666666666666,0.7659574468085107,0.5163043478260869
10,0.23529411764705882,0.7346938775510203,0.391304347826087
11,0.11764705882352941,0.6666666666666666,0.38858695652173914
12,0.0,0.6808510638297872,0.34782608695652173
13,0.3333333333333333,0.84,0.5815217391304348
14,0.26666666666666666,0.7659574468085107,0.5163043478260869
15,0.3076923076923077,0.8163265306122449,0.5597826086956521
16,0.0,0.7843137254901961,0.43478260869565216
17,0.0,0.8076923076923076,0.45652173913043476
18,0.16666666666666666,0.7999999999999999,0.4972826086956521
19,0.14285714285714288,0.7755102040816326,0.47554347826086957
20,0.26666666666666666,0.7659574468085107,0.5163043478260869
21,0.0,0.8076923076923076,0.45652173913043476
22,0.0,0.7843137254901961,0.43478260869565216
23,0.35294117647058826,0.782608695652174,0.5788043478260869
24,0.13333333333333333,0.7346938775510203,0.391304347826087
25,0.23529411764705882,0.7659574468085107,0.5163043478260869
26,0.125,0.723404255319149,0.4320652173913043
27,0.18181818181818182,0.8235294117647057,0.5190217391304348
28,0.11764705882352941,0.7083333333333334,0.3695652173913043
29,0.25,0.7391304347826085,0.4945652173913043
30,0.16666666666666666,0.8461538461538461,0.5407608695652174
31,0.13333333333333333,0.7755102040816326,0.47554347826086957
32,0.13333333333333333,0.7755102040816326,0.47554347826086957
33,0.0,0.8076923076923076,0.45652173913043476
34,0.23529411764705882,0.723404255319149,0.4320652173913043
35,0.0,0.7843137254901961,0.43478260869565216
36,0.15384615384615385,0.8235294117647057,0.5190217391304348
37,0.25,0.8163265306122449,0.5597826086956521
38,0.25,0.7391304347826085,0.4945652173913043
39,0.125,0.723404255319149,0.4320652173913043
40,0.18181818181818182,0.8301886792452831,0.4782608695652174
41,0.14285714285714288,0.7755102040816326,0.47554347826086957
42,0.16666666666666666,0.7999999999999999,0.4972826086956521
43,0.0,0.8076923076923076,0.45652173913043476
44,0.13333333333333333,0.723404255319149,0.4320652173913043
45,0.0,0.8076923076923076,0.45652173913043476
46,0.0,0.7346938775510203,0.391304347826087
47,0.35294117647058826,0.7916666666666667,0.5380434782608696
48,0.375,0.782608695652174,0.5788043478260869
49,0.125,0.7755102040816326,0.47554347826086957
50,0.0,0.76,0.41304347826086957
51,0.15384615384615385,0.7755102040816326,0.47554347826086957
52,0.22222222222222224,0.711111111111111,0.47282608695652173
53,0.15384615384615385,0.7999999999999999,0.4972826086956521
54,0.0,0.7843137254901961,0.43478260869565216
55,0.2727272727272727,0.6,0.4483695652173913
56,0.25,0.7916666666666667,0.5380434782608696
57,0.15384615384615385,0.7999999999999999,0.4972826086956521
58,0.125,0.7755102040816326,0.47554347826086957
59,0.0,0.8076923076923076,0.45652173913043476
60,0.16666666666666666,0.7999999999999999,0.4972826086956521
61,0.0,0.7843137254901961,0.43478260869565216
62,0.0,0.8076923076923076,0.45652173913043476
63,0.0,0.7346938775510203,0.391304347826087
64,0.0,0.7843137254901961,0.43478260869565216
65,0.0,0.8301886792452831,0.4782608695652174
66,0.0,0.76,0.41304347826086957
67,0.16666666666666666,0.7999999999999999,0.4972826086956521
68,0.15384615384615385,0.7755102040816326,0.47554347826086957
69,0.0,0.76,0.41304347826086957
70,0.15384615384615385,0.8235294117647057,0.5190217391304348
71,0.0,0.7843137254901961,0.43478260869565216
72,0.125,0.6956521739130435,0.41032608695652173
73,0.0,0.7843137254901961,0.43478260869565216
74,0.2222222222222222,0.8679245283018869,0.5625
75,0.14285714285714288,0.7499999999999999,0.453804347826087
76,0.13333333333333333,0.723404255319149,0.4320652173913043
77,0.0,0.7346938775510203,0.391304347826087
78,0.0,0.7346938775510203,0.391304347826087
79,0.16666666666666666,0.7999999999999999,0.4972826086956521
80,0.0,0.8301886792452831,0.4782608695652174
81,0.125,0.7499999999999999,0.453804347826087
82,0.14285714285714288,0.7999999999999999,0.4972826086956521
83,0.125,0.6956521739130435,0.41032608695652173
84,0.18181818181818182,0.8679245283018869,0.5625
85,0.13333333333333333,0.76,0.41304347826086957
86,0.28571428571428575,0.8163265306122449,0.5597826086956521
87,0.0,0.8301886792452831,0.4782608695652174
88,0.0,0.8076923076923076,0.45652173913043476
89,0.26666666666666666,0.7499999999999999,0.453804347826087
90,0.0,0.7346938775510203,0.391304347826087
91,0.26666666666666666,0.8163265306122449,0.5597826086956521
92,0.15384615384615385,0.7999999999999999,0.4972826086956521
93,0.13333333333333333,0.7999999999999999,0.4972826086956521
94,0.0,0.8076923076923076,0.45652173913043476
95,0.0,0.76,0.41304347826086957
96,0.0,0.6222222222222223,0.30434782608695654
97,0.5,0.9019607843137255,0.6875
98,0.18181818181818182,0.8235294117647057,0.5190217391304348
99,0.26666666666666666,0.7659574468085107,0.5163043478260869
