,f_minority_rand,f_majority_rand,auc_rand
0,0.16666666666666666,0.7999999999999999,0.4972826086956521
1,0.35294117647058826,0.782608695652174,0.5788043478260869
2,0.0,0.76,0.41304347826086957
3,0.15384615384615385,0.7755102040816326,0.47554347826086957
4,0.39999999999999997,0.8085106382978724,0.6005434782608696
5,0.4615384615384615,0.8571428571428572,0.6440217391304348
6,0.18181818181818182,0.8235294117647057,0.5190217391304348
7,0.18181818181818182,0.8235294117647057,0.5190217391304348
8,0.28571428571428575,0.7916666666666667,0.5380434782608696
9,0.125,0.6956521739130435,0.41032608695652173
10,0.3076923076923077,0.8163265306122449,0.5597826086956521
11,0.28571428571428575,0.7916666666666667,0.5380434782608696
12,0.0,0.8076923076923076,0.45652173913043476
13,0.23529411764705882,0.711111111111111,0.47282608695652173
14,0.125,0.6956521739130435,0.41032608695652173
15,0.3157894736842105,0.6976744186046512,0.5135869565217391
16,0.5,0.8085106382978724,0.6005434782608696
17,0.28571428571428575,0.7916666666666667,0.5380434782608696
18,0.14285714285714288,0.7499999999999999,0.453804347826087
19,0.5555555555555556,0.8181818181818182,0.7038043478260869
20,0.5,0.8800000000000001,0.6657608695652174
21,0.42857142857142855,0.8333333333333333,0.6222826086956521
22,0.18181818181818182,0.8235294117647057,0.5190217391304348
23,0.5,0.8627450980392156,0.6032608695652174
24,0.4210526315789474,0.7555555555555555,0.5570652173913043
25,0.375,0.782608695652174,0.5788043478260869
26,0.28571428571428575,0.7755102040816326,0.47554347826086957
27,0.4,0.7142857142857143,0.5760869565217391
28,0.2,0.6190476190476191,0.4076086956521739
29,0.0,0.5581395348837209,0.2608695652173913
30,0.5333333333333333,0.8749999999999999,0.7065217391304348
31,0.0,0.7843137254901961,0.43478260869565216
32,0.125,0.6956521739130435,0.41032608695652173
33,0.14285714285714288,0.7499999999999999,0.453804347826087
34,0.45454545454545453,0.761904761904762,0.6603260869565217
35,0.22222222222222224,0.6818181818181819,0.45108695652173914
36,0.36363636363636365,0.8627450980392156,0.6032608695652174
37,0.3333333333333333,0.84,0.5815217391304348
38,0.18181818181818182,0.8235294117647057,0.5190217391304348
39,0.22222222222222224,0.6818181818181819,0.45108695652173914
40,0.375,0.8085106382978724,0.6005434782608696
41,0.16666666666666666,0.7999999999999999,0.4972826086956521
42,0.14285714285714288,0.7499999999999999,0.453804347826087
43,0.0,0.7083333333333334,0.3695652173913043
44,0.0,0.7843137254901961,0.43478260869565216
45,0.26666666666666666,0.7659574468085107,0.5163043478260869
46,0.36363636363636365,0.8461538461538461,0.5407608695652174
47,0.23529411764705882,0.6956521739130435,0.41032608695652173
48,0.25,0.7391304347826085,0.4945652173913043
49,0.28571428571428575,0.7916666666666667,0.5380434782608696
50,0.3076923076923077,0.8163265306122449,0.5597826086956521
51,0.3333333333333333,0.8627450980392156,0.6032608695652174
52,0.14285714285714288,0.7499999999999999,0.453804347826087
53,0.35294117647058826,0.7659574468085107,0.5163043478260869
54,0.23529411764705882,0.711111111111111,0.47282608695652173
55,0.4761904761904762,0.7441860465116279,0.5978260869565217
56,0.22222222222222224,0.711111111111111,0.47282608695652173
57,0.23529411764705882,0.7391304347826085,0.4945652173913043
58,0.0,0.76,0.41304347826086957
59,0.4761904761904762,0.7441860465116279,0.5978260869565217
60,0.18181818181818182,0.8235294117647057,0.5190217391304348
61,0.23529411764705882,0.7391304347826085,0.4945652173913043
62,0.39999999999999997,0.8085106382978724,0.6005434782608696
63,0.2,0.8461538461538461,0.5407608695652174
64,0.0,0.76,0.41304347826086957
65,0.35294117647058826,0.7391304347826085,0.4945652173913043
66,0.0,0.7843137254901961,0.43478260869565216
67,0.5,0.8085106382978724,0.6005434782608696
68,0.15384615384615385,0.7755102040816326,0.47554347826086957
69,0.14285714285714288,0.7499999999999999,0.453804347826087
70,0.18181818181818182,0.8235294117647057,0.5190217391304348
71,0.26666666666666666,0.7999999999999999,0.4972826086956521
72,0.26666666666666666,0.7659574468085107,0.5163043478260869
73,0.22222222222222224,0.6956521739130435,0.41032608695652173
74,0.14285714285714288,0.7499999999999999,0.453804347826087
75,0.0,0.7083333333333334,0.3695652173913043
76,0.15384615384615385,0.7755102040816326,0.47554347826086957
77,0.5333333333333333,0.851063829787234,0.6847826086956521
78,0.3076923076923077,0.8235294117647057,0.5190217391304348
79,0.375,0.7499999999999999,0.453804347826087
80,0.23529411764705882,0.711111111111111,0.47282608695652173
81,0.47058823529411764,0.8,0.6413043478260869
82,0.14285714285714288,0.7499999999999999,0.453804347826087
83,0.18181818181818182,0.8235294117647057,0.5190217391304348
