,f_minority_rand,f_majority_rand,auc_rand
0,0.45454545454545453,0.6666666666666666,0.5277777777777778
1,0.4166666666666667,0.6111111111111112,0.5138888888888888
2,0.2608695652173913,0.5405405405405405,0.4027777777777778
3,0.6451612903225806,0.6206896551724137,0.6666666666666666
4,0.2608695652173913,0.5789473684210527,0.4305555555555556
5,0.5454545454545454,0.6666666666666666,0.5833333333333333
6,0.4166666666666667,0.6842105263157895,0.5694444444444444
7,0.5925925925925926,0.6666666666666666,0.638888888888889
8,0.4166666666666667,0.6842105263157895,0.5694444444444444
9,0.0,0.5,0.2777777777777778
10,0.5185185185185186,0.606060606060606,0.5694444444444444
11,0.5599999999999999,0.6857142857142857,0.6249999999999999
12,0.6666666666666666,0.8205128205128205,0.7361111111111109
13,0.380952380952381,0.65,0.4861111111111111
14,0.5,0.631578947368421,0.5
15,0.3846153846153846,0.5263157894736842,0.3611111111111111
16,0.5384615384615384,0.6470588235294118,0.5972222222222222
17,0.5,0.7027027027027027,0.6111111111111112
18,0.2608695652173913,0.5405405405405405,0.4027777777777778
19,0.23076923076923075,0.45714285714285713,0.3472222222222222
20,0.3333333333333333,0.5555555555555556,0.4444444444444445
21,0.5384615384615384,0.7894736842105262,0.7083333333333334
22,0.3,0.65,0.4861111111111111
23,0.5,0.5625000000000001,0.5416666666666666
24,0.2727272727272727,0.5789473684210527,0.4305555555555556
25,0.32,0.5945945945945946,0.47222222222222227
26,0.5,0.6666666666666666,0.5833333333333333
27,0.5454545454545454,0.7368421052631577,0.6388888888888888
28,0.5454545454545454,0.7368421052631577,0.6388888888888888
29,0.4615384615384615,0.6111111111111112,0.5138888888888888
30,0.3703703703703704,0.5714285714285715,0.48611111111111116
31,0.5714285714285715,0.6250000000000001,0.6111111111111112
32,0.380952380952381,0.7000000000000001,0.5555555555555556
33,0.25,0.5405405405405405,0.4027777777777778
34,0.22222222222222224,0.3636363636363636,0.29166666666666663
35,0.5,0.7499999999999999,0.625
36,0.35714285714285715,0.43750000000000006,0.40277777777777773
37,0.4375,0.35714285714285715,0.43055555555555547
38,0.4,0.5714285714285715,0.48611111111111116
39,0.30769230769230765,0.5142857142857143,0.41666666666666663
40,0.4,0.5714285714285715,0.48611111111111116
41,0.34782608695652173,0.65,0.4861111111111111
42,0.3333333333333333,0.6666666666666666,0.5277777777777778
43,0.4,0.5,0.4722222222222222
44,0.2727272727272727,0.5789473684210527,0.4305555555555556
45,0.43478260869565216,0.717948717948718,0.5972222222222221
