,f_minority,f_majority,auc
0,0.3636363636363636,0.631578947368421,0.5
1,0.2,0.6,0.41666666666666663
2,0.11764705882352941,0.6511627906976745,0.4305555555555556
3,0.4615384615384615,0.6285714285714287,0.5555555555555556
4,0.3333333333333333,0.8,0.625
5,0.4827586206896552,0.5161290322580646,0.5138888888888888
6,0.4615384615384615,0.5882352941176471,0.5277777777777778
7,0.4166666666666667,0.6842105263157895,0.5694444444444444
8,0.41379310344827586,0.4848484848484848,0.43055555555555547
9,0.3846153846153846,0.5714285714285715,0.48611111111111116
10,0.3333333333333333,0.5555555555555556,0.4444444444444445
11,0.32,0.5142857142857143,0.41666666666666663
12,0.3846153846153846,0.5789473684210527,0.4305555555555556
13,0.34782608695652173,0.5945945945945946,0.47222222222222227
14,0.3,0.65,0.4861111111111111
15,0.16666666666666666,0.4444444444444444,0.3055555555555555
16,0.43478260869565216,0.6486486486486486,0.5416666666666666
17,0.3333333333333333,0.6153846153846153,0.4583333333333333
18,0.4166666666666667,0.5641025641025642,0.3888888888888889
19,0.3703703703703704,0.5142857142857143,0.41666666666666663
20,0.1904761904761905,0.6341463414634146,0.4444444444444444
21,0.4444444444444445,0.5714285714285715,0.48611111111111116
22,0.2962962962962963,0.5142857142857143,0.41666666666666663
23,0.6666666666666665,0.7272727272727272,0.7083333333333334
24,0.32,0.5405405405405405,0.4027777777777778
25,0.35714285714285715,0.43750000000000006,0.40277777777777773
26,0.42857142857142855,0.5,0.4722222222222222
27,0.5,0.6666666666666666,0.5833333333333333
28,0.3,0.65,0.4861111111111111
29,0.5,0.717948717948718,0.5972222222222221
30,0.3703703703703704,0.5294117647058824,0.45833333333333337
31,0.3333333333333333,0.5263157894736842,0.3611111111111111
32,0.4761904761904762,0.717948717948718,0.5972222222222221
33,0.3448275862068966,0.3870967741935484,0.37499999999999994
34,0.5185185185185186,0.606060606060606,0.5694444444444444
35,0.28571428571428575,0.6153846153846153,0.4583333333333333
36,0.2,0.6,0.41666666666666663
37,0.22222222222222224,0.45714285714285713,0.3472222222222222
38,0.41379310344827586,0.45161290322580644,0.4444444444444444
39,0.4166666666666667,0.5789473684210527,0.4305555555555556
40,0.4827586206896552,0.5454545454545454,0.5
41,0.3333333333333333,0.7142857142857143,0.5416666666666667
42,0.35714285714285715,0.5714285714285715,0.48611111111111116
43,0.2608695652173913,0.5789473684210527,0.4305555555555556
44,0.28571428571428575,0.5853658536585366,0.375
45,0.08695652173913043,0.43243243243243246,0.2638888888888889
46,0.22222222222222224,0.411764705882353,0.3194444444444444
47,0.3636363636363636,0.6666666666666666,0.5277777777777778
48,0.4615384615384615,0.5882352941176471,0.5277777777777778
49,0.4444444444444445,0.5454545454545454,0.5
50,0.3703703703703704,0.4848484848484848,0.43055555555555547
51,0.3846153846153846,0.5945945945945946,0.47222222222222227
52,0.5,0.6842105263157895,0.5694444444444444
53,0.2,0.6341463414634146,0.4444444444444444
54,0.0909090909090909,0.5128205128205129,0.3194444444444445
55,0.4,0.5714285714285715,0.48611111111111116
56,0.4166666666666667,0.6111111111111112,0.5138888888888888
57,0.3,0.619047619047619,0.4027777777777778
58,0.5925925925925926,0.6857142857142857,0.6249999999999999
59,0.28571428571428575,0.65,0.4861111111111111
60,0.3333333333333333,0.7142857142857143,0.5416666666666667
61,0.4,0.5714285714285715,0.48611111111111116
62,0.4,0.5714285714285715,0.48611111111111116
63,0.4166666666666667,0.6111111111111112,0.5138888888888888
64,0.5,0.6666666666666666,0.5833333333333333
65,0.64,0.7222222222222222,0.6527777777777777
66,0.4444444444444444,0.7441860465116279,0.5694444444444444
67,0.4,0.6111111111111112,0.5138888888888888
68,0.16666666666666666,0.5128205128205129,0.3194444444444445
69,0.34782608695652173,0.5945945945945946,0.47222222222222227
70,0.4,0.6486486486486486,0.5416666666666666
71,0.3,0.65,0.4861111111111111
72,0.3846153846153846,0.5294117647058824,0.45833333333333337
73,0.4166666666666667,0.6486486486486486,0.5416666666666666
74,0.6,0.6470588235294118,0.5972222222222222
75,0.3636363636363636,0.631578947368421,0.5
76,0.34782608695652173,0.5945945945945946,0.47222222222222227
77,0.34782608695652173,0.5945945945945946,0.47222222222222227
78,0.3846153846153846,0.5555555555555556,0.4444444444444445
79,0.2608695652173913,0.55,0.34722222222222227
80,0.3703703703703704,0.5714285714285715,0.48611111111111116
81,0.2727272727272727,0.5789473684210527,0.4305555555555556
82,0.35714285714285715,0.5294117647058824,0.45833333333333337
83,0.28571428571428575,0.375,0.33333333333333337
84,0.5333333333333333,0.5,0.4722222222222222
85,0.4615384615384615,0.5882352941176471,0.5277777777777778
86,0.2608695652173913,0.5789473684210527,0.4305555555555556
87,0.6,0.6,0.625
88,0.2222222222222222,0.711111111111111,0.4861111111111111
89,0.2727272727272727,0.5789473684210527,0.4305555555555556
90,0.2727272727272727,0.5789473684210527,0.4305555555555556
91,0.43478260869565216,0.6486486486486486,0.5416666666666666
92,0.25,0.5405405405405405,0.4027777777777778
93,0.3846153846153846,0.5142857142857143,0.41666666666666663
94,0.4615384615384615,0.7027027027027027,0.6111111111111112
95,0.10526315789473685,0.6511627906976745,0.4305555555555556
96,0.42857142857142855,0.5,0.4722222222222222
97,0.2608695652173913,0.6153846153846153,0.4583333333333333
98,0.4615384615384615,0.5882352941176471,0.5277777777777778
99,0.43478260869565216,0.6486486486486486,0.5416666666666666
